priority,company,region,town,type,fleet_signal,booking_platform,website,business_email,business_phone,contact_role_name,pain_signal,source_url
2,Giles Tours,Canterbury,Christchurch / Waipara,day tour,"1 luxury MPV, max 6 pax (small operator - possibly owner-operator)",Zaui,https://www.gilestoursnz.com,unknown,+64 21 402 900,Paul (new owner),Recently changed ownership; sells via Viator and own Zaui widget,https://www.gilestoursnz.com/
2,Harkerss Bus and Coach Hire,Canterbury,Christchurch,charter coach,"11-seat van, 22-seat, 37-seat and 53-seat buses; MoE accredited",in-house,https://harkerss.nz,office@harkerss.nz,+64 3 324 2631,Ginny (office contact per testimonials),"Charter bookings by phone/email only - no online system; serves Christchurch, Selwyn, West Coast",https://harkerss.nz/
2,Leisure Tours (Canterbury Leisure Tours),Canterbury,Christchurch,day tour,"unknown (day + multi-day tours both islands since 1992; Kaikoura, Akaroa, Waipara, Arthur's Pass daily products)",in-house,https://www.leisuretours.co.nz,info@leisuretours.co.nz,+64 3 384 0999,Kevin (bookings contact),Sells heavily through Viator (2950P codes) and ChristchurchNZ - many daily pickups across hotels,https://www.leisuretours.co.nz/
2,NZ Look Shuttles,Canterbury,Springston / Christchurch,shuttle-transfer,Fleet of vans (airport shuttles Christchurch and Selwyn),in-house,https://nzlookshuttles.co.nz,md@nzlookshuttles.co.nz,unknown,"Heather Woods (Managing Director), Tim Woods (Director)",Quote-form based bookings; airport transfers at all hours,https://nzlookshuttles.co.nz/about-us/
2,Subtle Shuttles,Canterbury,Timaru,shuttle-transfer,Brand new Renault Master minibus (daily Timaru-Christchurch return + charters),in-house,https://subtleshuttles.co.nz,info@subtleshuttles.co.nz,+64 3 746 4143,Jamie Iddles and Euan Pattie (owners),Already offers real-time SMS tracking/notifications - tech-receptive new entrant; may be single-vehicle,https://subtleshuttles.co.nz/
2,Tekapo Shuttle,Canterbury,Lake Tekapo,day tour,Up to 45 pax per day on daily Tekapo-Mt Cook departures; also Twizel transfers,Rezdy,https://tekaposhuttlenz.com,unknown,+64 204 1148 740,unknown,"Sells via Viator, GetYourGuide, TripAdvisor and Rezdy - multi-channel manifest",https://tekaposhuttlenz.com/
2,Awesome Tours NZ,Dunedin/Otago Peninsula,Dunedin,day tour,small group coach van,in-house,https://awesometours.co.nz/,mark@awesometours.co.nz,+64 27 431 0989,Mark Dixon (owner),Daily wildlife eco-tours with cruise ship pickups from Port Chalmers,https://awesometours.co.nz/
2,Luxe Tours,Fiordland,Te Anau,day tour,"Multiple 2023/2024 Mercedes coaches, max 13 pax",Rezdy,https://www.luxetours.co.nz/,unknown,unknown,unknown,"Runs ex-Queenstown and ex-Te Anau Milford tours daily; family owned, Qualmark Gold",https://www.luxetours.co.nz/
2,Cambridge Tours and Transfers,Hamilton-Waikato,Cambridge,day tour,5-seater and 11-seater vehicles,in-house,https://www.rotoruatoursandtransfers.co.nz,graemeent@xtra.co.nz,027 362 8867,Graeme (owner),Hobbiton/Waitomo/Rotorua private tours + cruise pickups + airport transfers; 20 yrs,https://www.rotoruatoursandtransfers.co.nz/
2,Grape Escape Wine Tours,Hawke's Bay,Napier,day tour,Mercedes vehicles; 1175+ reviews averaging 4.9,in-house (Bookeo),https://www.grapeescape.net.nz/,admin@grapeescape.net.nz,0800 100 489,Greg and Dee (owners),"Pickups across Napier, Hastings and Havelock North since 2002",https://www.grapeescape.net.nz/
2,Marlborough Sounds Adventure Company,Marlborough,Picton,adventure w/ pickups,unknown,Rezdy,https://www.marlboroughsounds.co.nz/,unknown,+64 3 573 6078,unknown,Oldest adventure company in Marlborough; kayak/walk/bike packages on QCT needing water transport coordination,https://www.marlboroughsounds.co.nz/
2,Marlborough Wine Tours (The Original),Marlborough,Blenheim,day tour,fleet page on site; groups 6-10 pax,FareHarbor,https://marlboroughwinetours.co.nz/,unknown,0800 574 288,unknown,Daily tours with Picton 9:30am and Blenheim 10am pickups; cruise ship days,https://marlboroughwinetours.co.nz/
2,Real New Zealand Farm Tours,National,Christchurch,day tour,modern air-con vehicles plus shuttle; escorted coach tours; Qualmark Gold,in-house,https://www.realnewzealandfarmtours.co.nz/,info@realnewzealandtours.co.nz,+64 21 177 9526,Geoff (founder),"Escorted coach and private tours combining farm, winery and city with cruise-ship demand",https://www.realnewzealandfarmtours.co.nz/
2,Stray Travel,National,Auckland,multi-day,buses max 24 travellers plus driver guide,Zaui,https://www.straytravel.com/,reservations@straytravel.com,+64 9 526 2410,unknown,New website Sept 2026; 2400+ reviews; driver-guide-led hop-on network needs daily pax manifests,https://www.straytravel.com/
2,Mullarkey Tours,Northland,Kerikeri / Paihia,day tour,minibus max 11 pax; Cape Reinga day tours + Auckland Airport shuttles; based at Bay of Islands Airport,Rezdy,https://mullarkeytours.co.nz/,unknown,0800 121 652,unknown,7:30am Paihia i-SITE pickups plus Kerikeri; also runs point-to-point Auckland airport transfers on same fleet,https://mullarkeytours.co.nz/cape-reinga/
2,Russell Mini Tours,Northland,Russell,day tour,"minibuses/coaches for 9, 18 or 21 pax; pickups Russell and Paihia",in-house,https://www.russellminitours.com/,russelltours@hotmail.com,021 182 9359,"Shane & Kelly Maddren (owners, named on site)",Bookings taken by email/phone only; cross-harbour pickups from Paihia and Russell,https://www.russellminitours.com/
2,Door2Door Waitaki,Oamaru,Oamaru,shuttle-transfer,"hybrid cars, AWD SUV and 8-seater van; started 2022",in-house,https://door2door.co.nz/,info@door2door.co.nz,03 434 6323,Annabel and Graeme Denize (owners),"Alps 2 Ocean shuttle, Moeraki tours, airport and medical transfers all dispatched by phone/email",https://door2door.co.nz/
2,4WD Expeditions,Queenstown Lakes,Queenstown,adventure w/ pickups,"Small family-run 4WD fleet, max 4 per vehicle",unknown,https://www.4wdexpeditions.nz/,info@4WDexpeditions.nz,0800 493 386,Del (owner-guide),Free central Queenstown accommodation pickups,https://www.4wdexpeditions.nz/about-us
2,Around The Basin,Queenstown Lakes,Queenstown,shuttle-transfer,Bike shuttles AM/PM daily across 130km trail network,unknown,https://www.aroundthebasin.co.nz/,bookings@aroundthebasin.co.nz,027 952 5801,"Steve, Lisa and Hamish (owners)",Scheduled shuttle departures Queenstown/Arrowtown/Gibbston daily,https://www.newzealand.com/int/plan/business/around-the-basin-bike-shuttle/
2,Arrowtown Wine Tours,Queenstown Lakes,Arrowtown / Gibbston,day tour,"Luxury Mercedes coach, door-to-door pickups",Rezdy,https://arrowtownwinetours.co.nz/,unknown (obfuscated on site),+64 3 3900 600,unknown,Door-to-door pickups Arrowtown and Queenstown,https://arrowtownwinetours.co.nz/
2,Professional Touring Queenstown,Queenstown Lakes,Queenstown,charter coach,Coach (count unknown),unknown,https://www.professionaltouring.com/,info@professionaltouring.com,0800 445 446,Morgan McCammon (per Destination Queenstown transport guide),"Wine, golf, Milford private charters",https://www.professionaltouring.com/
2,Queenstown Snow Transport,Queenstown Lakes,Queenstown,shuttle-transfer,Vehicles up to 19 pax,in-house,https://www.qtsnowtransport.co.nz/,info@qtsnowtransport.co.nz,0800 245 382,Ryan (owner - per site testimonial),Seasonal private ski shuttle; scheduled + private options,https://www.qtsnowtransport.co.nz/
2,Queenstown Transport Charters (QTC),Queenstown Lakes,Queenstown,charter coach,"Luxury cars, SUVs, Coaster coaches (tour fleet page)",in-house (quote form),https://www.queenstowntransport.com/,bookings@queenstowntransport.com,unknown,Rayana Kershaw (per Destination Queenstown transport guide),"Airport, ski, wine, golf, conference group transport",https://www.queenstowntransport.com/
2,Roam Wanaka,Queenstown Lakes,Wanaka,shuttle-transfer,"Premium European vehicles, 6-pax VW 4WD",unknown,https://www.roamwanaka.com/,info@roamwanaka.com,+64 21 226 4350,Nick (owner-operator),Airport shuttles Wanaka-Queenstown + wine tours with team of local guides,https://www.roamwanaka.com/
2,ScenicNZ Queenstown,Queenstown Lakes,Queenstown,charter coach,"Luxury coaches, minibuses, limousines (multi-city)",unknown,https://www.scenicnz.co.nz/,queenstown@scenicnz.co.nz,+64 3 662 9016,Sarah Russell (Queenstown contact per Destination Queenstown transport guide),Multi-hub charter ops Auckland/Christchurch/Queenstown,https://www.scenicnz.co.nz/
2,Skippers Canyon Jet,Queenstown Lakes,Queenstown,adventure w/ pickups,22-seater vans plus Unimog vehicles into Skippers,in-house,https://www.skipperscanyonjet.co.nz/,info@skipperscanyon.co.nz,0800 226 966,Gavin Larsen (Marketing Manager),Central Queenstown pickup for every departure,https://www.skipperscanyonjet.co.nz/contact/
2,Wanaka Wine Tours,Queenstown Lakes,Wanaka,day tour,Modern vans (count unknown),unknown,https://wanakawinetours.com/,info@wanakawinetours.com,0800 946 346,Megan Williams and Scott West (owners),Daily half/full-day departures since 2001,https://wanakawinetours.com/about-us/
2,Elite Adventures,Rotorua,Rotorua,day tour,unknown (scheduled small-group shared + private tours; shore excursions),FareHarbor,https://www.eliteadventures.co.nz,unknown,+64 7 347 8282,unknown,Scheduled daily half/full-day departures + Tauranga shore excursions; strict 24hr cancellation policy,https://www.eliteadventures.co.nz/contact-us/
2,Ready2Roll Tours and Transfers,Rotorua,Rotorua,shuttle-transfer,vehicles for individuals up to groups of 16; 24hr emergency line,in-house,https://ready2roll.co.nz,bookings@ready2roll.co.nz,+64 21 258 9887,Alan (owner) and Carleen (bookings),"Rotorua + Auckland airport transfers, Hobbiton/Waitomo/Taupo tours, Tauranga + Auckland cruise shore excursions; Qualmark Silver",https://ready2roll.co.nz/
2,Lynette Jack Scenic Sights,Southland,Invercargill,day tour,unknown,unknown,https://www.ljscenicsights.co.nz/,scenic.sights@xtra.co.nz,027 433 8370,Lynette Jack (owner),Catlins/Bluff/Riverton tours 2hr to full day,https://www.ljscenicsights.co.nz/?page_id=16
2,Taupo Kayaking Adventures,Taupo/Turangi,Taupo,adventure w/ pickups,"multiple departure points (Acacia Bay, Yacht Club, Kinloch, trailheads); boat transfers",Rezdy,https://www.tka.co.nz,unknown,unknown,unknown,CBD pickups on request; kayak + MTB + walking tours incl. TAC; multi-departure-point coordination,https://tka.rezdy.com/
2,Taupo Private Tours & Transfers,Taupo/Turangi,Taupo,day tour,"7 Mercedes-Benz vehicles (Sprinters, V-Class, E-Class, SUVs) + heli/charter jet arrangements",in-house,https://www.taupotoursandtransfers.com,info@taupoprivatetransfers.com,+64 7 377 8577,Alistair Tod (owner/operator),"Team of 4 named driver/guides; hourly-rate private touring, golf groups, airport transfers",https://www.taupotoursandtransfers.com/
2,BOP Trips,Tauranga/Mt Maunganui,Tauranga (Pyes Pa),day tour,10- and 12-seater late-model vans,unknown,https://www.boptrips.com,koushal@boptrips.com,+64 27 531 4665,Kaushal (owner/guide),Cruise shore trips since 2011 with back-on-time guarantee; also van hire + airport shuttles,https://www.boptrips.com/
2,Custom Day Tours NZ,Tauranga/Mt Maunganui,Papamoa Beach,day tour,unknown (small set number of guests at a time),in-house,https://customdaytours.co.nz,info@customdaytours.co.nz,+64 21 191 2606,Terry and Carolyn Kelliher (owners),Cruise shore excursions + Hobbiton/Waitomo/Rotorua/Coromandel day tours with Auckland hotel pickups,https://customdaytours.co.nz/
2,Hinterland Tours,Tauranga/Mt Maunganui,Mount Maunganui,multi-day,luxury coaches; avg group 17 with ~25% spare seats,in-house,https://www.hinterlandtours.co.nz,info@hinterlandtours.co.nz,07 282 7663,"Rick, Kae and Brad Coleman (founders)",Escorted multi-day NZ tours + BOP day trips (Opotiki/Whakatane) + theatre excursions,https://www.hinterlandtours.co.nz/
2,Scott Tours,Tauranga/Mt Maunganui,Tauranga,day tour,"air-conditioned vehicles, max 11 pax per vehicle; hourly charters",in-house,https://www.scott-tours.co.nz,scott.tours.nz@gmail.com,+64 27 475 9578,Geoff (tour guide/driver),Cruise-day Rotorua/Hobbiton tours with return-before-embarkation guarantee; Qualmark Silver,https://www.scott-tours.co.nz/
2,Tauranga Hop On Hop Off (Tranzit),Tauranga/Mt Maunganui,Tauranga,day tour,unknown (loop bus service; also Wellington),FareHarbor,https://www.hoponhopoff.nz,unknown,unknown,unknown,Cruise-day loop service with frequent stops; Qualmark Gold; part of Tranzit group,https://www.hoponhopoff.nz/
2,Wicked Wanders,Tauranga/Mt Maunganui,Tauranga,day tour,unknown (max 11 pax groups; i-SITE pickups),unknown,https://wickedwanders.co.nz,info@wickedwanders.co.nz,+64 7 577 6333,Russell Christian (owner/operator),History/tasting tours from Tauranga i-SITE + private hire; Qualmark Silver; est 2015,https://wickedwanders.co.nz/about/
2,Adrift Tongariro,Tongariro/Ruapehu,National Park Village,adventure w/ pickups,"guides + transport for TAC, Ruapehu summit, Tama Lakes + Whanganui River canoe trips",Rezdy,https://adriftnz.co.nz,unknown,+64 7 892 2751,unknown,Daily guided TAC departures with transport; 21 yrs operating; multi-day canoe logistics,https://www.lovetaupo.com/en/see-do/sightseeing-tours-transport/tours-transport/
2,uTours Wellington,Wellington,Wellington,day tour,late model vehicles; two owner-guides,in-house,https://utourswellington.nz/,hello@utourswellington.nz,+64 4 934 8389,Suzee Wolstenholme and Jo Doyle (owners),Cruise shore excursions; site says availability limited so book early,https://utourswellington.nz/
2,Glacier Shuttles & Charters,West Coast,Franz Josef,shuttle-transfer,Hino bus for scheduled glacier shuttles; Toyota Hiace and charter fleet; multiple daily departures 8:45am-7:30pm,in-house,https://www.glaciershuttlescharters.co.nz,info@glaciershuttlescharters.co.nz,0800 999 739,Anne and Richard (owners),Bookings by phone/email only; accommodation pickups on set timetable plus airport/train meet-and-greets,https://www.glaciershuttlescharters.co.nz/
2,Glacier Valley Eco Tours,West Coast,Franz Josef,day tour,unknown (guided nature walks with vehicle transfers from Main Road base),in-house,https://www.glaciervalley.co.nz,info@glaciervalley.co.nz,0800 925 586,Cliff and Tash Goodwin (owners),Sells via Viator; own 'book now' page - verify engine,https://www.glaciervalley.co.nz/
2,Hokitika Scenic Tours,West Coast,Hokitika,day tour,"5 vehicles: late-model SUVs, 7-seaters and 10-seaters; Qualmark Gold; est. 2004",other (BookIt),https://hokitikascenictours.nz,unknown,+64 21 0232 5363,Rachel (owner/operator),"Daily departures with pickups from Hokitika airport, Greymouth train station and accommodation by arrangement",https://westcoast.co.nz/visit/operators/hokitika-scenic-tours/
1,Ananda Tours,Auckland,Waiheke Island,day tour,daily shared group + private tours; 27 yrs family-owned; GetYourGuide supplier,unknown,https://www.ananda.co.nz/,info@ananda.co.nz,+64 9 372 7530,unknown,"Daily ferry-timed shared tours plus private; multi-OTA distribution (GYG, TripAdvisor)",https://www.newzealand.com/int/plan/business/ananda-tours-ltd/
1,Brightlane Luxury Transfers & Tours,Auckland,Gulf Harbour / Grey Lynn Auckland,shuttle-transfer,chauffeur fleet; head office Gulf Harbour + city office,in-house,https://www.brightlane.co.nz/,info@brightlane.net,0800 900 100,unknown,Airport meet-and-greet with waiting time; free-cancellation booking system; two offices,https://www.brightlane.co.nz/Contact
1,Collective Coaches,Auckland,Auckland,charter coach,"20, 25 and 50 seater buses; charter-only with drivers; NZ owned",in-house,https://www.collectivecoaches.co.nz/,info@collectivecoaches.co.nz,0800 558 726,unknown,Quote-form based charter booking; drivers dispatched across Auckland region,https://www.collectivecoaches.co.nz/
1,Easy Transport Waiheke,Auckland,Waiheke Island,shuttle-transfer,"taxi, shuttle and tour vehicles; up to 20 pax per booking; English/German",in-house,https://www.easytransportwaiheke.co.nz/,bookings@easytransportwaiheke.co.nz,022 612 6760,unknown,8:30am-12:30am operating window with late bookings; contact-form based booking,https://www.easytransportwaiheke.co.nz/
1,MoaTrek,Auckland,Ellerslie Auckland,multi-day,small group max 18 pax; own Kiwi guides; since 1971,in-house,https://www.moatrek.com/,info@moatrek.com,+64 9 575 6063,unknown,Multi-day nationwide itineraries departing Auckland; 7-day phone line 8:30-5,https://www.moatrek.com/contact
1,Waiheke Island Wine Tours,Auckland,Waiheke Island,day tour,small-group and private wine tours; two named contacts,unknown,https://waihekeislandwinetours.co.nz/,unknown,+64 21 228 7423,Ruthy and Glenn (named on contact page),Two-person team taking calls 9-5 while running tours,https://waihekeislandwinetours.co.nz/contact-us/
1,Akaroa French Connection,Canterbury,Christchurch / Akaroa,shuttle-transfer,unknown (part of Cityline Christchurch group with Hanmer Connection and Southern Connections; daily Chch-Akaroa coach),in-house,https://www.akaroabus.co.nz,info@akaroabus.co.nz,0800 800 575,unknown,Daily scheduled departures 8:50am Bus Interchange; also sold via Viator/Bookme - multi-channel manifest reconciliation,https://www.akaroabus.co.nz/contact-us
1,Akaroa Shuttle (Akaroa Scenic Tours and Shuttle),Canterbury,Christchurch / Akaroa,shuttle-transfer,unknown,other (BookIt),https://www.akaroashuttle.co.nz,info@akaroashuttle.co.nz,0800 500 929,unknown,Site still shows a 2020 'services suspended' notice alongside a current seasonal timetable - verify operating status before outreach,https://www.akaroashuttle.co.nz/
1,ChauffeurNZ,Canterbury,Christchurch,day tour,Mercedes fleet incl. Sprinters up to 11 pax; own vehicles and local drivers since 2015,in-house,https://www.chauffeurnz.com,info@chauffeurnz.com,+64 27 251 1133,unknown,"Quote-form bookings; runs Akaroa, Waipara and airport transfer products daily",https://www.chauffeurnz.com/
1,Hanmer Springs Adventure Centre,Canterbury,Hanmer Springs,adventure w/ pickups,"unknown (shuttles for winery tours, ski field, St James Cycleway; quad bike tours)",unknown,https://hanmeradventure.co.nz,info@hanmeradventure.co.nz,+64 3 315 7233,unknown,Multi-activity operator running ski-field and cycle-trail shuttles 7 days,https://visithanmersprings.co.nz/things-to-do/tours/listing/hanmer-springs-adventure-centre
1,Hanmer Tours & Shuttle,Canterbury,Hanmer Springs,shuttle-transfer,unknown (daily Chch airport shuttle + trampers transport on demand + charters),unknown,https://wwwhanmertoursconz.odoo.com/,info@hanmertours.co.nz,+64 3 315 7418,unknown,Odoo-hosted website suggests DIY tooling; runs on-demand trampers transport alongside daily schedule,https://visithurunui.co.nz/listings/listing/hanmer-tours
1,PureTrails New Zealand,Canterbury,Christchurch,multi-day,16-seat support buses with bike trailers (multi-day cycle tours starting Christchurch),in-house,https://puretrailsnewzealand.co.nz,info@puretrails.co.nz,+64 21 178 8287,unknown,Contact-form bookings with manual quote/deposit flow; 18 years operating,https://puretrailsnewzealand.co.nz/
1,Twizel Transfers,Canterbury,Twizel,shuttle-transfer,"unknown (private transfers Mackenzie region, Alps 2 Ocean cycle drop-offs, sightseeing tours)",in-house,https://www.twizeltransfers.nz,unknown,+64 27 485 1695,Warren (owner - first name only),Phone-only bookings; likely small operator - qualify fleet size first,https://www.mackenzienz.com/visit/twizel-transfers/
1,Waipara Wine Tours,Canterbury,Christchurch / Waipara,day tour,"unknown (20+ years, 20,000+ guests; driver John named in reviews)",in-house,https://www.waiparawinetour.co.nz,info@waiparawinetour.co.nz,unknown,unknown,Enquiry-form booking only - no online booking engine,https://www.waiparawinetour.co.nz/
1,Cycle Journeys,Canterbury / West Coast,Christchurch (West Coast shuttle network),shuttle-transfer,Full network of West Coast shuttles (Greymouth-Kumara-Hokitika-Ross) with sister company Wilderness Trail Shuttle,in-house,https://cyclejourneys.co.nz,info@cyclejourneys.co.nz,0800 22 44 75,unknown,Multi-trail shuttle + vehicle relocation + luggage transfer logistics across several regions,https://cyclejourneys.co.nz/west-coast/transport/
1,Obelisk Tours,Central Otago,Clyde,day tour,comfortable vehicles for vineyards and cycle trails; family-owned,in-house,https://www.obelisktours.co.nz/,info@obelisktours.co.nz,+64 21 226 6514,unknown,Bespoke wine tours and private transport across Clyde/Alexandra/Cromwell booked via contact form,https://www.obelisktours.co.nz/
1,Whitianga Tours and Taxi (Coromandel Nature Tours),Coromandel,Whitianga,day tour,SUVs; Whitianga's only road-based licensed tour operator,in-house,https://www.coromandel-nature-tours.com,info@coromandel-nature-tours.com,unknown,unknown,Hot Water Beach/Cathedral Cove tours + airport transfers + multi-day Waitomo/Hobbiton/Rotorua tours; multilingual,https://www.coromandel-nature-tours.com/
1,Back to Nature Tours,Dunedin/Otago Peninsula,Dunedin,day tour,unknown,in-house,https://www.backtonaturetours.co.nz/,mail@backtonaturetours.co.nz,0800 286 000,unknown,Nearly 30 years locally owned; small group tours operating 8am-8pm daily,https://www.backtonaturetours.co.nz/
1,Otago Shuttles,Dunedin/Otago Peninsula,Dunedin,day tour,modern vehicles,in-house + Viator,https://www.otagoshuttles.co.nz/,unknown,unknown,Warren Teasdale (owner-operator),Cruise ship tours sold via Viator plus Central Otago wine tours and Moeraki trips,https://www.otagoshuttles.co.nz/
1,Tracknet Transport,Fiordland,Te Anau,shuttle-transfer,Bus and coach fleet; daily Te Anau-Queenstown + track services,OperatorHub,https://www.tracknet.net/,res@tracknet.net,0800 483 262,unknown,Family-owned 35+ yrs; Qualmark Gold; seasonal timetable Oct-Apr,https://www.tracknet.net/
1,Trips & Tramps,Fiordland,Te Anau,day tour,"Small coaches, max 12-14 pax",unknown,https://tripsandtramps.com/,info@tripsandtramps.com,0800 305 807,unknown,Family-run 30+ yrs; default pickup at Fiordland Events Centre,https://tripsandtramps.com/
1,Backpackers Central Hamilton Shuttles,Hamilton-Waikato,Hamilton,shuttle-transfer,unknown (24hr door-to-door; shared min 2 pax),in-house (Google Form),https://www.backpackerscentral.co.nz/shuttle,info@backpackerscentral.co.nz,07 839 1928,unknown,Google Form bookings for Waitomo/Hobbiton/Raglan/Rotorua shuttles; hostel-run ops,https://www.backpackerscentral.co.nz/shuttle
1,Kiwi Coaches (Hamilton depot),Hamilton-Waikato,Hamilton,charter coach,"minivans, minibuses, 37-seat business-class coaches, full-size coaches; 12 NZ locations",in-house,https://www.kiwicoaches.co.nz/hamilton-waikato-bus-coach-hire,info@kiwicoaches.co.nz,+64 9 636 5232,unknown,Hobbiton/Waitomo tourism charters + Fieldays/Claudelands event surges; quote-by-email bookings,https://www.kiwicoaches.co.nz/hamilton-waikato-bus-coach-hire
1,Raglan Shuttle / Raglan Scenic Tours,Hamilton-Waikato,Raglan,shuttle-transfer,24-seater bus + 11-seater vans,in-house,https://www.raglanshuttle.co.nz,info@raglanshuttle.co.nz,+64 7 825 8159,unknown,Airport/bus/train/cruise-terminal transfers 8am-10pm 7 days + Waitomo/Hobbiton/Rotorua tours + school/sports group charters,https://www.waikatonz.com/transport/raglan-shuttle/
1,Supervans Shuttle,Hamilton-Waikato,Hamilton (Rototuna),shuttle-transfer,11-pax Supervans; shared + private; 24/7,in-house,https://www.supervans.co.nz,info@supervans.co.nz,0800 777 826,unknown,Hamilton-Auckland Airport shared shuttles with flight monitoring + Waitomo/Hobbiton half-day tours; since 2016,https://www.supervans.co.nz/
1,Absolute de Tours,Hawke's Bay,Napier,day tour,buses plus vintage cars; fleet page on site,in-house,https://www.absolutedetours.co.nz/,unknown,+64 6 844 8699,Yvonne and John Banks (operators),Daily Discoverer bus tour plus cruise ship days; web booking form only,https://www.absolutedetours.co.nz/
1,Bay Tours & Charters,Hawke's Bay,Napier,charter coach,"luxury sedans, Mercedes Sprinters, minibuses and coaches 2-53 pax",in-house,https://www.baytours.co.nz/,info@baytours.co.nz,0800 868 742,unknown,"Cruise shore excursions plus airport transfers, school and corporate charters across mixed fleet",https://www.baytours.co.nz/
1,Hawke's Bay Scenic Tours,Hawke's Bay,Hastings,day tour,modern air-conditioned vehicles,in-house,https://hbscenictours.co.nz/,great_tours@hbscenictours.co.nz,+64 22 087 3281,unknown,Napier cruise shore excursions with port-timed itineraries; wine and sightseeing tours,https://hbscenictours.co.nz/
1,Cougar Line,Marlborough,Picton,shuttle-transfer,multiple catamarans; daily scheduled Queen Charlotte Track departures,in-house,https://www.cougarline.co.nz/,info@cougarline.co.nz,0800 50 40 90,unknown,Daily scheduled QCT water transfers with pack transfers; winter minimum-number rules,https://www.cougarline.co.nz/
1,Highlight Wine Tours,Marlborough,Blenheim,day tour,"11-seater air-con coaches plus classic cars (Mustang, Kombi, Chevy)",in-house,https://www.highlightwinetours.co.nz/,unknown,+64 3 577 9046,David and Colleen (owner-operators),"Three daily departures (10am, 11:30am, 1pm) with door-to-door pickups Blenheim/Picton/Havelock",https://www.highlightwinetours.co.nz/
1,Jade Tours Marlborough,Marlborough,Blenheim,day tour,max 10 guests per tour; guides John and Bruce,in-house,https://marlboroughjadetours.co.nz/,unknown,027 228 3701,Bruce Thomas (owner),Daily small-group tours with pickups Blenheim/Picton/Lyttelton and cruise excursions,https://marlboroughjadetours.co.nz/
1,Marlborough Shuttles,Marlborough,Blenheim,shuttle-transfer,guides Lynn and Carol in reviews,in-house,https://www.marlboroughshuttles.co.nz/,info@marlboroughshuttles.co.nz,0800 20 30 27,unknown,24/7 meeting all flights and ferries plus track shuttles; pickups scheduled via web form,https://www.marlboroughshuttles.co.nz/
1,Marlborough Tour Company,Marlborough,Blenheim,day tour,MV Odyssea vessel plus coaches and touring vans for charters,in-house,https://www.marlboroughtourcompany.co.nz/,info@marlboroughtourcompany.co.nz,0800 99 0800,unknown,Marlborough's largest tour operator; land wine tours plus Picton cruises and cruise-ship excursions,https://www.marlboroughtourcompany.co.nz/
1,Sounds Connection,Marlborough,Picton,day tour,unknown,in-house,https://soundsconnection.com/,unknown,+64 3 573 8843,Mark and Maria Baxter (founders),Cruise ship excursions and Picton scenic tours since 1993; Qualmark Gold,https://soundsconnection.com/tours/cruise-ship-excursions/
1,Flying Kiwi Adventure Tours,National,Auckland,multi-day,camping/hiking tour buses since 1988,Zaui,https://www.flyingkiwi.com/,unknown,+64 3 547 0171,unknown,Shares Stray's Zaui booking system (stray.zaui.net); multi-day camping tours both islands,https://www.flyingkiwi.com/
1,Kirra Tours,National,Auckland,multi-day,modern spacious coaches; 7-17 day tours for over-50s,Zaui,https://www.kirratours.co.nz/,unknown,+64 9 220 5532,unknown,Premium coach touring 7-17 days with meals and hotels to coordinate,https://www.kirratours.co.nz/
1,Golden Bay Air (Abel Tasman Shuttles),Nelson/Abel Tasman,Takaka,shuttle-transfer,scheduled shuttle buses Nelson-Marahau/Kaiteriteri/Wainui/Takaka/Karamea plus aircraft,in-house (tflite),https://goldenbayair.co.nz/shuttles,info@goldenbayair.co.nz,0800 588 885,unknown,Multiple daily scheduled routes Nov-Apr with door-to-door pickups selected at booking; minimum-passenger rules in winter,https://goldenbayair.co.nz/shuttles
1,The Heaphy Bus / Nelson Lakes Shuttles / Trek Express,Nelson/Abel Tasman,Mapua,shuttle-transfer,4WD vans and buses with bike trailers; three brands on one phone number,in-house (JotForm),https://theheaphybus.co.nz/,info@nelsonlakesshuttles.co.nz,03 540 2042,unknown,"Three shuttle brands (Heaphy, Nelson Lakes, Trek Express) run from one office; seasonal fixed schedule plus on-demand",https://churnewzealand.com/nz-hiking-shuttles-track-transport/
1,Trips and Transfers Nelson Lakes,Nelson/Abel Tasman,St Arnaud,shuttle-transfer,modern vehicles; women drivers with 30+ years; CoF/TSL/DoC concession,in-house,https://tripsandtransfers.co.nz/,kiaora@tripsandtransfers.co.nz,+64 22 615 4915,unknown,Door-to-door transfers across Nelson and Marlborough fitted around client timetables; Qualmark,https://tripsandtransfers.co.nz/
1,ABC Shuttle & Tours,Northland,Kerikeri,shuttle-transfer,"11-seat and 6-seat air-con minibuses; airport transfers, BOI tours, cruise passenger tours, Auckland/Whangarei transfers",in-house,https://www.abcshuttle.co.nz/,info@abcshuttle.co.nz,+64 22 025 0800,unknown,Door-to-door pickups anywhere from Bay of Islands to Auckland incl. wharfs and airports,https://www.abcshuttle.co.nz/contact
1,Sand Safaris Cape Reinga 90 Mile Beach Tours,Northland,Kaitaia,day tour,"4WD beach buses; ~30 yrs; pickups Ahipara, Kaitaia, Awanui",unknown,https://www.sandsafaris.co.nz/,info@sandsafaris.co.nz,0800 869 090,unknown,Multi-point morning pickups for daily Cape Reinga runs; high TripAdvisor review volume,https://www.tripadvisor.co.nz/Attraction_Review-g609158-d2518961-Reviews-Sand_Safaris_Cape_Reinga_90_Mile_Beach_Tours-Kaitaia_Northland_Region_North_Islan.html
